Date,Exercise,Muscle Group,Sets,Reps,Weight,Duration,Note
01/01/2022,,#N/A,,,,,Old record
02/01/2022,,#N/A,,,,,Old record
03/01/2022,,#N/A,,,,,Old record
04/04/2022,Dumbbell Flat Bench Press,Chest,1,10,30,,
04/04/2022,Dumbbell Flat Bench Press,Chest,2,10,30,,
04/04/2022,Dumbbell Flat Bench Press,Chest,3,10,40,,
04/04/2022,Dumbbell Flat Bench Press,Chest,4,6,50,,
04/04/2022,Dumbbell Flat Bench Press,Chest,5,10,50,,
04/04/2022,Dumbbell Flat Bench Press,Chest,6,8,40,,
04/04/2022,Dumbbell Incline Bench Press,Chest,1,10,40,,
04/04/2022,Dumbbell Incline Bench Press,Chest,2,10,40,,
04/04/2022,Dumbbell Incline Bench Press,Chest,3,5,50,,
04/04/2022,Dumbbell Incline Bench Press,Chest,3,5,40,,
04/04/2022,Dumbbell Incline Bench Press,Chest,4,5,50,,
04/04/2022,Dumbbell Incline Bench Press,Chest,4,5,40,,
04/04/2022,Dumbbell Seated Shoulder Press,Shoulders,1,10,40,,
04/04/2022,Dumbbell Seated Shoulder Press,Shoulders,2,10,40,,
04/04/2022,Dumbbell Seated Shoulder Press,Shoulders,3,10,40,,
04/04/2022,Dumbbell Side Lateral Raise,Shoulders,1,15,10,,
04/04/2022,Dumbbell Side Lateral Raise,Shoulders,2,15,10,,
04/04/2022,Dumbbell Side Lateral Raise,Shoulders,3,15,10,,
04/04/2022,Dumbbell Front Raise,Shoulders,1,10,10,,
04/04/2022,Dumbbell Front Raise,Shoulders,2,12,10,,
04/04/2022,Dumbbell Front Raise,Shoulders,3,12,10,,
04/04/2022,Dumbbell Overhead Triceps Extension,Triceps,1,12,30,,
04/04/2022,Dumbbell Overhead Triceps Extension,Triceps,2,15,30,,
04/04/2022,Dumbbell Overhead Triceps Extension,Triceps,3,15,30,,
04/04/2022,Machine Butterfly,Chest,1,10,60,,
04/04/2022,Machine Butterfly,Chest,2,10,70,,
04/04/2022,Machine Butterfly,Chest,3,5,60,,
04/05/2022,,#N/A,,,,,went forgot to record
04/06/2022,Ez Barbell Regular-Grip Biceps Curl,Biceps,1,10,40,,
04/06/2022,Ez Barbell Regular-Grip Biceps Curl,Biceps,2,8,40,,
04/06/2022,Ez Barbell Regular-Grip Biceps Curl,Biceps,3,15,30,,
04/06/2022,Ez Barbell Regular-Grip Biceps Curl,Biceps,4,12,30,,
04/06/2022,Ez Barbell Regular-Grip Biceps Curl,Biceps,5,10,30,,
04/06/2022,Dumbbell Hammer Biceps Curl,Biceps,1,12,15,,
04/06/2022,Dumbbell Hammer Biceps Curl,Biceps,2,10,15,,
04/06/2022,Dumbbell Hammer Biceps Curl,Biceps,3,8,15,,
04/06/2022,Dumbbell Hammer Biceps Curl,Biceps,4,12,15,,
04/06/2022,Machine Iso Row,Back,1,10,50,,
04/06/2022,Machine Iso Row,Back,2,8,50,,
04/06/2022,Machine Iso Row,Back,3,8,60,,
04/06/2022,Machine Iso Row,Back,4,8,70,,
04/06/2022,Machine Iso Row Close Grip,Back,1,8,50,,
04/06/2022,Machine Iso Row Close Grip,Back,2,8,60,,
04/06/2022,Machine Iso Row Close Grip,Back,3,8,70,,
04/06/2022,Body Weight Pull-Up,Back,1,5,,,
04/06/2022,Body Weight Chin-Up,Biceps,1,5,,,
04/06/2022,Body Weight Dips,Triceps,2,10,,,
04/06/2022,Body Weight Dips,Triceps,2,10,,,
04/06/2022,Dumbbell Seated Shoulder Press,Shoulders,1,10,40,,
04/06/2022,Dumbbell Seated Shoulder Press,Shoulders,2,10,40,,
04/06/2022,Dumbbell Seated Shoulder Press,Shoulders,3,10,40,,
04/06/2022,Dumbbell Side Lateral Raise,Shoulders,1,15,10,,
04/06/2022,Dumbbell Side Lateral Raise,Shoulders,2,15,10,,
04/06/2022,Dumbbell Side Lateral Raise,Shoulders,3,15,10,,
04/06/2022,Dumbbell Front Raise,Shoulders,1,10,10,,
04/06/2022,Dumbbell Front Raise,Shoulders,2,12,10,,
04/06/2022,Dumbbell Front Raise,Shoulders,3,10,10,,
04/06/2022,Dumbbell Overhead Triceps Extension,Triceps,1,12,30,,
04/06/2022,Dumbbell Overhead Triceps Extension,Triceps,2,15,30,,
04/06/2022,Dumbbell Overhead Triceps Extension,Triceps,3,15,30,,
04/06/2022,Machine Butterfly,Chest,1,10,60,,
04/06/2022,Machine Butterfly,Chest,2,10,70,,
04/06/2022,Machine Butterfly,Chest,3,5,60,,
04/09/2022,Dumbbell One-Arm Biceps Curl,Biceps,1,10,15,,
04/09/2022,Dumbbell One-Arm Biceps Curl,Biceps,2,12,15,,
04/09/2022,Dumbbell One-Arm Biceps Curl,Biceps,3,10,15,,
04/09/2022,Dumbbell One-Arm Biceps Curl,Biceps,4,10,15,,
04/09/2022,Dumbbell Side Lateral Raise,Shoulders,1,10,15,,
04/09/2022,Dumbbell Side Lateral Raise,Shoulders,2,10,15,,
04/09/2022,Dumbbell Side Lateral Raise,Shoulders,3,8,15,,
04/09/2022,Dumbbell Side Lateral Raise,Shoulders,4,10,15,,
04/09/2022,Dumbbell Front Raise,Shoulders,1,10,15,,
04/09/2022,Dumbbell Front Raise,Shoulders,2,6,15,,
04/09/2022,Dumbbell Front Raise,Shoulders,3,6,15,,
04/09/2022,Dumbbell Front Raise,Shoulders,4,8,15,,
04/09/2022,Plate Front Raise,Shoulders,1,6,25,,
04/09/2022,Plate Front Raise,Shoulders,2,8,25,,
04/09/2022,Body Weight Pull-Up,Back,1,6,,,
04/09/2022,Body Weight Pull-Up,Back,2,6,,,
04/09/2022,Body Weight Chin-Up,Biceps,1,6,,,
04/09/2022,Body Weight Chin-Up,Biceps,2,6,,,
04/09/2022,Body Weight Chin-Up,Biceps,3,6,,,
04/09/2022,Body Weight Dips,Triceps,1,10,,,
04/09/2022,Body Weight Dips,Triceps,2,10,,,
04/09/2022,Body Weight Dips,Triceps,3,10,,,
04/09/2022,Body Weight Dips,Triceps,4,10,,,
04/10/2022,Machine Seated Leg Curl,Glutes_Hamstrings,1,8,50,,
04/10/2022,Machine Seated Leg Curl,Glutes_Hamstrings,2,5,60,,
04/10/2022,Machine Seated Leg Curl,Glutes_Hamstrings,3,16,60,,
04/10/2022,Machine Seated Leg Curl,Glutes_Hamstrings,4,8,70,,
04/10/2022,Machine Seated Leg Curl,Glutes_Hamstrings,5,8,60,,
04/10/2022,Dumbbell Walking Lunge,Quadriceps,1,10,20,,
04/10/2022,Dumbbell Walking Lunge,Quadriceps,2,10,20,,
04/10/2022,Dumbbell Walking Lunge,Quadriceps,3,10,20,,
04/10/2022,Dumbbell Goblet Squat,Quadriceps,1,10,30,,
04/10/2022,Dumbbell Goblet Squat,Quadriceps,2,10,30,,
04/10/2022,Dumbbell Goblet Squat,Quadriceps,3,10,30,,
04/11/2022,Barbell Flat Bench Press,Chest,1,10,65,,
04/11/2022,Barbell Flat Bench Press,Chest,2,10,95,,
04/11/2022,Barbell Flat Bench Press,Chest,3,8,115,,
04/11/2022,Barbell Flat Bench Press,Chest,4,5,135,,
04/11/2022,Barbell Flat Bench Press,Chest,5,5,135,,
04/11/2022,Dumbbell Incline Bench Press,Chest,1,10,25,,
04/11/2022,Dumbbell Incline Bench Press,Chest,2,10,50,,
04/11/2022,Dumbbell Incline Bench Press,Chest,3,10,50,,
04/11/2022,Dumbbell Incline Bench Press,Chest,4,10,50,,
04/11/2022,Dumbbell Front Raise,Shoulders,1,10,10,,
04/11/2022,Dumbbell Front Raise,Shoulders,2,10,10,,
04/11/2022,Dumbbell Front Raise,Shoulders,3,10,10,,
04/11/2022,Dumbbell Front Raise,Shoulders,4,10,10,,
04/11/2022,Dumbbell Side Lateral Raise,Shoulders,1,10,10,,
04/11/2022,Dumbbell Side Lateral Raise,Shoulders,2,10,10,,
04/11/2022,Dumbbell Side Lateral Raise,Shoulders,3,10,10,,
04/11/2022,Dumbbell Side Lateral Raise,Shoulders,4,10,10,,
04/12/2022,Dumbbell Flat Bench Press,Chest,1,10,25,,
04/12/2022,Dumbbell Flat Bench Press,Chest,2,10,35,,
04/12/2022,Dumbbell Flat Bench Press,Chest,3,8,35,,
04/12/2022,Dumbbell Flat Bench Press,Chest,4,8,35,,
04/12/2022,Dumbbell Close-Grip Bench Press,Triceps,1,10,25,,
04/12/2022,Dumbbell Close-Grip Bench Press,Triceps,2,8,25,,
04/12/2022,Dumbbell Close-Grip Bench Press,Triceps,3,8,35,,
04/12/2022,Dumbbell Close-Grip Bench Press,Triceps,4,8,35,,
04/12/2022,Dumbbell Seated Shoulder Press,Shoulders,1,8,25,,
04/12/2022,Dumbbell Seated Shoulder Press,Shoulders,2,8,35,,
04/12/2022,Dumbbell Seated Shoulder Press,Shoulders,3,8,35,,
04/12/2022,Dumbbell Seated Shoulder Press,Shoulders,4,8,35,,
04/12/2022,Machine Butterfly,Chest,1,8,50,,
04/12/2022,Machine Butterfly,Chest,2,8,50,,
04/12/2022,Machine Butterfly,Chest,3,8,60,,
04/12/2022,Machine Butterfly,Chest,4,8,60,,
04/12/2022,Machine Butterfly,Chest,5,8,50,,
04/13/2022,,#N/A,,,,,went forgot to record
04/18/2022,Machine Iso Row,Back,1,10,50,,
04/18/2022,Machine Iso Row,Back,2,10,60,,
04/18/2022,Machine Iso Row,Back,3,12,80,,
04/18/2022,Machine Iso Row,Back,4,8,100,,
04/18/2022,Machine Iso Row,Back,5,10,80,,
04/18/2022,Machine Iso Row Close Grip,Back,1,10,60,,
04/18/2022,Machine Iso Row Close Grip,Back,2,8,80,,
04/18/2022,Machine Iso Row Close Grip,Back,3,8,80,,
04/18/2022,Machine Iso Row Close Grip,Back,4,10,60,,
04/18/2022,Machine Lat Pull-Down,Back,1,10,50,,
04/18/2022,Machine Lat Pull-Down,Back,2,10,80,,
04/18/2022,Machine Lat Pull-Down,Back,3,10,90,,
04/18/2022,Machine Lat Pull-Down,Back,4,10,100,,
04/18/2022,Machine Lat Pull-Down,Back,5,10,80,,
04/18/2022,Machine Reverse Butterfly,Back,1,8,50,,
04/18/2022,Machine Reverse Butterfly,Back,2,8,60,,
04/18/2022,Machine Reverse Butterfly,Back,3,8,50,,
04/19/2022,Dumbbell Flat Bench Press,Chest,1,10,30,,
04/19/2022,Dumbbell Flat Bench Press,Chest,2,5,55,,
04/19/2022,Dumbbell Flat Bench Press,Chest,3,6,55,,
04/19/2022,Dumbbell Flat Bench Press,Chest,4,8,30,,
04/19/2022,Dumbbell Incline Bench Press,Chest,1,10,30,,
04/19/2022,Dumbbell Incline Bench Press,Chest,2,6,45,,
04/19/2022,Dumbbell Incline Bench Press,Chest,3,8,45,,
04/19/2022,Dumbbell Incline Bench Press,Chest,4,8,30,,
04/19/2022,Dumbbell Seated Shoulder Press,Shoulders,1,12,30,,
04/19/2022,Dumbbell Seated Shoulder Press,Shoulders,2,8,45,,
04/19/2022,Dumbbell Seated Shoulder Press,Shoulders,3,6,45,,
04/19/2022,Dumbbell Seated Shoulder Press,Shoulders,4,5,45,,
04/19/2022,Dumbbell Seated Shoulder Press,Shoulders,5,8,30,,
04/19/2022,Dumbbell Side Lateral Raise,Shoulders,1,12,10,,
04/19/2022,Dumbbell Side Lateral Raise,Shoulders,2,10,10,,
04/19/2022,Dumbbell Side Lateral Raise,Shoulders,3,10,10,,
04/19/2022,Dumbbell Front Raise,Shoulders,1,12,10,,
04/19/2022,Dumbbell Front Raise,Shoulders,2,10,10,,
04/19/2022,Dumbbell Front Raise,Shoulders,3,10,10,,
04/19/2022,Machine Butterfly,Chest,1,12,50,,
04/19/2022,Machine Butterfly,Chest,2,10,50,,
04/19/2022,Machine Butterfly,Chest,3,8,60,,
04/19/2022,Machine Butterfly,Chest,4,10,60,,
04/23/2022,Body Weight Pull-Up,Back,1,8,,,
04/23/2022,Body Weight Pull-Up,Back,2,8,,,
04/23/2022,Body Weight Dips,Triceps,1,12,,,
04/23/2022,Body Weight Dips,Triceps,2,12,,,
04/23/2022,Dumbbell Flat Bench Press,Chest,1,8,35,,
04/23/2022,Dumbbell Flat Bench Press,Chest,2,8,45,,
04/23/2022,Dumbbell Flat Bench Press,Chest,3,8,45,,
04/23/2022,Dumbbell Flat Bench Press,Chest,4,8,50,,
04/23/2022,Dumbbell Incline Bench Press,Chest,1,8,35,,
04/23/2022,Dumbbell Incline Bench Press,Chest,2,8,35,,
04/23/2022,Dumbbell Incline Bench Press,Chest,3,8,40,,
04/23/2022,Dumbbell Seated Shoulder Press,Shoulders,1,8,35,,
04/23/2022,Dumbbell Seated Shoulder Press,Shoulders,2,8,35,,
04/23/2022,Dumbbell Seated Shoulder Press,Shoulders,3,8,35,,
04/23/2022,Dumbbell Seated Shoulder Press,Shoulders,4,8,35,,
04/23/2022,Machine Butterfly,Chest,1,12,50,,
04/23/2022,Machine Butterfly,Chest,2,12,60,,
04/23/2022,Machine Butterfly,Chest,3,10,70,,
04/23/2022,Machine Butterfly,Chest,4,5,80,,
04/23/2022,Machine Butterfly,Chest,4,8,50,,
04/24/2022,Machine Leg Press,Quadriceps,1,12,60,,
04/24/2022,Machine Leg Press,Quadriceps,2,16,80,,
04/24/2022,Machine Leg Press,Quadriceps,3,10,120,,
04/24/2022,Machine Leg Press,Quadriceps,4,5,140,,
04/24/2022,Machine Leg Press,Quadriceps,4,5,180,,
04/24/2022,Machine Leg Press,Quadriceps,4,5,200,,
04/24/2022,Machine Seated Leg Curl,Glutes_Hamstrings,1,15,40,,
04/24/2022,Machine Seated Leg Curl,Glutes_Hamstrings,2,12,60,,
04/24/2022,Machine Seated Leg Curl,Glutes_Hamstrings,3,10,70,,
04/24/2022,Machine Seated Leg Curl,Glutes_Hamstrings,4,10,70,,
04/24/2022,Machine Seated Leg Curl,Glutes_Hamstrings,4,5,50,,
04/24/2022,Machine Seated Leg Extension,Quadriceps,1,20,40,,
04/24/2022,Machine Seated Leg Extension,Quadriceps,2,10,50,,
04/24/2022,Machine Seated Leg Extension,Quadriceps,2,10,40,,
04/24/2022,Machine Seated Leg Extension,Quadriceps,3,10,60,,
04/24/2022,Machine Seated Leg Extension,Quadriceps,3,10,50,,
04/24/2022,Machine Seated Leg Extension,Quadriceps,4,8,70,,
04/24/2022,Machine Seated Leg Extension,Quadriceps,4,6,60,,
04/24/2022,Machine Seated Leg Extension,Quadriceps,4,4,50,,
04/24/2022,Dumbbell Goblet Squat,Quadriceps,1,10,35,,
04/24/2022,Dumbbell Goblet Squat,Quadriceps,2,10,35,,
04/24/2022,Dumbbell Seated Shoulder Press,Shoulders,1,8,35,,
04/24/2022,Dumbbell Seated Shoulder Press,Shoulders,2,10,35,,
04/24/2022,Dumbbell Seated Shoulder Press,Shoulders,3,10,35,,
04/24/2022,Dumbbell Side Lateral Raise,Shoulders,1,10,15,,
04/24/2022,Dumbbell Side Lateral Raise,Shoulders,2,10,15,,
04/24/2022,Dumbbell Side Lateral Raise,Shoulders,3,12,15,,
04/24/2022,Dumbbell Bulgarian Split-Squat,Quadriceps,1,10,20,,
04/24/2022,Dumbbell One-Arm Biceps Curl,Biceps,1,10,15,,
04/24/2022,Dumbbell One-Arm Biceps Curl,Biceps,2,10,15,,
04/24/2022,Dumbbell One-Arm Biceps Curl,Biceps,3,10,15,,
04/24/2022,Dumbbell One-Arm Biceps Curl,Biceps,4,8,15,,
04/24/2022,Dumbbell Hammer Biceps Curl,Biceps,1,10,15,,
04/24/2022,Dumbbell Hammer Biceps Curl,Biceps,2,10,15,,
04/24/2022,Dumbbell Hammer Biceps Curl,Biceps,3,8,15,,
04/25/2022,Barbell Flat Bench Press,Chest,1,10,45,,
04/25/2022,Barbell Flat Bench Press,Chest,2,5,95,,
04/25/2022,Barbell Flat Bench Press,Chest,3,5,95,,
04/25/2022,Barbell Flat Bench Press,Chest,4,5,135,,
04/25/2022,Barbell Flat Bench Press,Chest,5,5,155,,
04/25/2022,Barbell Flat Bench Press,Chest,6,8,135,,
04/25/2022,Barbell Incline Bench Press,Chest,1,10,45,,
04/25/2022,Barbell Incline Bench Press,Chest,2,10,65,,
04/25/2022,Barbell Incline Bench Press,Chest,3,10,95,,
04/25/2022,Barbell Incline Bench Press,Chest,4,8,115,,
04/25/2022,Barbell Incline Bench Press,Chest,5,8,135,,
04/25/2022,Dumbbell Flat Bench Press,Chest,1,10,40,,
04/25/2022,Dumbbell Flat Bench Press,Chest,2,8,50,,
04/25/2022,Dumbbell Flat Bench Press,Chest,3,8,60,,
04/25/2022,Dumbbell Flat Bench Press,Chest,4,8,50,,
04/25/2022,Machine Butterfly,Chest,1,8,50,,
04/25/2022,Machine Butterfly,Chest,2,8,60,,
04/25/2022,Machine Butterfly,Chest,3,8,70,,
04/25/2022,Machine Butterfly,Chest,4,8,80,,
04/25/2022,Cable V-Bar Triceps Push-Down,Triceps,1,20,30,,
04/25/2022,Cable V-Bar Triceps Push-Down,Triceps,2,10,40,,
04/25/2022,Cable V-Bar Triceps Push-Down,Triceps,2,10,30,,
04/25/2022,Cable V-Bar Triceps Push-Down,Triceps,3,10,50,,
04/25/2022,Cable V-Bar Triceps Push-Down,Triceps,3,10,40,,
04/25/2022,Cable V-Bar Triceps Push-Down,Triceps,4,20,30,,
04/25/2022,Cable Rope Triceps Push-Down,Triceps,1,10,30,,
04/25/2022,Cable Rope Triceps Push-Down,Triceps,2,10,40,,
04/25/2022,Cable Rope Triceps Push-Down,Triceps,3,10,50,,
04/25/2022,Cable Rope Triceps Push-Down,Triceps,4,10,60,,
04/25/2022,Body Weight Pull-Up,Back,1,8,,,
04/25/2022,Body Weight Pull-Up,Back,2,6,,,
04/25/2022,Body Weight Chin-Up,Biceps,1,6,,,
04/25/2022,Body Weight Chin-Up,Biceps,2,6,,,
04/26/2022,Weighted Pull-Up,Back,1,5,10,,
04/26/2022,Weighted Pull-Up,Back,2,5,10,,
04/26/2022,Weighted Pull-Up,Back,3,5,10,,
04/26/2022,Body Weight Pull-Up,Back,1,5,,,
04/26/2022,Body Weight Pull-Up,Back,2,5,,,
04/26/2022,Weighted Chin-Up,Biceps,1,5,10,,
04/26/2022,Weighted Chin-Up,Biceps,2,5,10,,
04/26/2022,Weighted Chin-Up,Biceps,3,5,10,,
04/26/2022,Body Weight Chin-Up,Biceps,1,5,,,
04/26/2022,Body Weight Chin-Up,Biceps,1,5,,,
04/26/2022,Machine Lat Pull-Down,Back,1,10,70,,
04/26/2022,Machine Lat Pull-Down,Back,2,10,80,,
04/26/2022,Machine Lat Pull-Down,Back,3,8,90,,
04/26/2022,Machine Lat Pull-Down,Back,4,8,100,,
04/26/2022,Machine Lat Pull-Down,Back,5,8,110,,
04/26/2022,Machine Lat Pull-Down,Back,6,8,120,,
04/26/2022,Cable Straight-Arm Pull-Down,Back,1,8,70,,
04/26/2022,Cable Straight-Arm Pull-Down,Back,2,8,80,,
04/26/2022,Cable Straight-Arm Pull-Down,Back,3,8,90,,
04/26/2022,Cable Straight-Arm Pull-Down,Back,4,8,100,,
04/26/2022,Cable Straight-Arm Pull-Down,Back,5,8,110,,
04/26/2022,Barbell One-Arm Row,Back,1,10,30,,
04/26/2022,Barbell One-Arm Row,Back,2,10,40,,
04/26/2022,Barbell One-Arm Row,Back,3,10,40,,
04/26/2022,Barbell One-Arm Row,Back,4,10,40,,
04/26/2022,Barbell Regular-Grip Biceps Curl,Biceps,1,10,30,,
04/26/2022,Barbell Regular-Grip Biceps Curl,Biceps,2,10,30,,
04/26/2022,Barbell Regular-Grip Biceps Curl,Biceps,3,10,30,,
04/26/2022,Barbell Regular-Grip Biceps Curl,Biceps,4,10,30,,
04/26/2022,Weighted Dips (Triceps Variation),#N/A,1,8,,,
04/26/2022,Weighted Dips (Triceps Variation),#N/A,2,8,,,
04/26/2022,Weighted Dips (Triceps Variation),#N/A,3,8,,,
04/27/2022,Body Weight Pull-Up,Back,1,5,,,
04/27/2022,Body Weight Pull-Up,Back,2,5,,,
04/27/2022,Body Weight Pull-Up,Back,3,5,,,
04/27/2022,Body Weight Pull-Up,Back,4,5,,,
04/27/2022,Body Weight Pull-Up,Back,5,5,,,
04/27/2022,Body Weight Chin-Up,Biceps,1,5,,,
04/27/2022,Body Weight Chin-Up,Biceps,2,5,,,
04/27/2022,Body Weight Chin-Up,Biceps,3,5,,,
04/27/2022,Body Weight Chin-Up,Biceps,4,5,,,
04/27/2022,Body Weight Chin-Up,Biceps,5,5,,,
04/27/2022,Dumbbell Side Lateral Raise,Shoulders,1,10,15,,
04/27/2022,Dumbbell Side Lateral Raise,Shoulders,2,10,15,,
04/27/2022,Dumbbell Side Lateral Raise,Shoulders,3,10,15,,
04/27/2022,Dumbbell Side Lateral Raise,Shoulders,4,10,15,,
04/27/2022,Dumbbell Side Lateral Raise,Shoulders,5,10,15,,
04/27/2022,Dumbbell One-Arm Biceps Curl,Biceps,1,10,15,,
04/27/2022,Dumbbell One-Arm Biceps Curl,Biceps,2,10,15,,
04/27/2022,Dumbbell One-Arm Biceps Curl,Biceps,3,10,15,,
04/27/2022,Dumbbell One-Arm Biceps Curl,Biceps,4,10,15,,
04/27/2022,Dumbbell One-Arm Biceps Curl,Biceps,5,10,15,,
04/27/2022,Dumbbell Walking Lunge,Quadriceps,1,10,25,,
04/27/2022,Dumbbell Walking Lunge,Quadriceps,2,10,25,,
04/27/2022,Dumbbell Walking Lunge,Quadriceps,3,10,25,,
04/27/2022,Dumbbell Walking Lunge,Quadriceps,4,10,25,,
04/27/2022,Machine Laying Leg Curl,Glutes_Hamstrings,1,10,30,,
04/27/2022,Machine Laying Leg Curl,Glutes_Hamstrings,2,10,40,,
04/27/2022,Machine Laying Leg Curl,Glutes_Hamstrings,3,10,50,,
04/27/2022,Machine Seated Leg Extension,Quadriceps,1,10,30,,
04/27/2022,Machine Seated Leg Extension,Quadriceps,2,10,40,,
04/27/2022,Machine Seated Leg Extension,Quadriceps,3,10,50,,
04/27/2022,Machine Seated Leg Extension,Quadriceps,4,10,60,,
04/27/2022,Machine Seated Leg Extension,Quadriceps,5,10,50,,
04/28/2022,Body Weight Dips,Triceps,1,10,,,
04/28/2022,Body Weight Dips,Triceps,2,10,,,
04/28/2022,Body Weight Dips,Triceps,3,10,,,
04/28/2022,Body Weight Chin-Up,Biceps,1,5,,,
04/28/2022,Body Weight Chin-Up,Biceps,2,5,,,
04/28/2022,Body Weight Chin-Up,Biceps,3,5,,,
04/28/2022,Dumbbell Seated Shoulder Press,Shoulders,1,10,30,,
04/28/2022,Dumbbell Seated Shoulder Press,Shoulders,2,10,30,,
04/28/2022,Dumbbell Seated Shoulder Press,Shoulders,3,5,35,,
04/28/2022,Dumbbell Seated Shoulder Press,Shoulders,4,5,40,,
04/28/2022,Dumbbell Seated Shoulder Press,Shoulders,4,5,30,,
04/28/2022,Dumbbell Seated Shoulder Press,Shoulders,5,5,40,,
04/28/2022,Dumbbell Seated Shoulder Press,Shoulders,5,5,35,,
04/28/2022,Dumbbell Shrug,Back,1,12,35,,
04/28/2022,Dumbbell Shrug,Back,2,10,40,,
04/28/2022,Dumbbell Shrug,Back,3,10,45,,
04/28/2022,Dumbbell Shrug,Back,3,5,40,,
04/28/2022,Dumbbell Shrug,Back,4,10,40,,
04/28/2022,Dumbbell Shrug,Back,5,8,40,,
04/28/2022,Dumbbell One-Arm Biceps Curl,Biceps,1,10,15,,
04/28/2022,Dumbbell One-Arm Biceps Curl,Biceps,2,10,15,,
04/28/2022,Dumbbell One-Arm Biceps Curl,Biceps,3,10,15,,
04/28/2022,Dumbbell One-Arm Biceps Curl,Biceps,4,10,15,,
04/28/2022,Dumbbell Side Lateral Raise,Shoulders,1,15,10,,
04/28/2022,Dumbbell Side Lateral Raise,Shoulders,2,15,10,,
04/28/2022,Dumbbell Side Lateral Raise,Shoulders,3,10,10,,
