Date,Exercise,Muscle Group,Sets,Reps,Weight,Duration,Note
05/31/2022,Machine Butterfly,Chest,2,10,60,,
05/31/2022,Machine Butterfly,Chest,3,10,50,,
05/31/2022,Machine Butterfly,Chest,4,10,50,,
06/02/2022,Dumbbell Side Lateral Raise,Shoulders,1,10,15,,
06/02/2022,Dumbbell Side Lateral Raise,Shoulders,2,10,15,,
06/02/2022,Dumbbell Side Lateral Raise,Shoulders,3,10,15,,
06/02/2022,Dumbbell Side Lateral Raise,Shoulders,4,15,15,,
06/02/2022,Dumbbell Side Lateral Raise,Shoulders,5,10,15,,
06/02/2022,Dumbbell Front Raise,Shoulders,1,10,15,,
06/02/2022,Dumbbell Front Raise,Shoulders,2,10,15,,
06/02/2022,Dumbbell Front Raise,Shoulders,3,10,15,,
06/02/2022,Dumbbell Front Raise,Shoulders,4,15,15,,
06/02/2022,Dumbbell Front Raise,Shoulders,5,10,15,,
06/02/2022,Dumbbell Standing Arnold Press,Shoulders,1,10,15,,
06/02/2022,Dumbbell Standing Arnold Press,Shoulders,2,10,15,,
06/02/2022,Dumbbell Standing Arnold Press,Shoulders,3,10,15,,
06/02/2022,Dumbbell Standing Arnold Press,Shoulders,4,15,15,,
06/02/2022,Dumbbell Standing Arnold Press,Shoulders,5,10,15,,
06/02/2022,Dumbbell Hammer Biceps Curl,Biceps,1,10,15,,
06/02/2022,Dumbbell Hammer Biceps Curl,Biceps,2,10,15,,
06/02/2022,Dumbbell Hammer Biceps Curl,Biceps,3,10,15,,
06/02/2022,Dumbbell One-Arm Biceps Curl,Biceps,1,8,15,,
06/02/2022,Dumbbell One-Arm Biceps Curl,Biceps,2,10,15,,
06/02/2022,Body Weight Parallette Push-Up,Body Weight,1,15,,,
06/02/2022,Body Weight Parallette Push-Up,Body Weight,2,15,,,
06/02/2022,Body Weight Push-Up,Chest,1,15,,,
06/02/2022,Body Weight Push-Up,Chest,2,22,,,
06/02/2022,Body Weight Push-Up,Chest,3,18,,,
06/06/2022,Body Weight Push-Up,Chest,1,20,,,
06/06/2022,Body Weight Parallette Push-Up,Body Weight,1,10,,,
06/06/2022,Body Weight Parallette Push-Up,Body Weight,2,15,,,
06/06/2022,Body Weight Parallette Push-Up,Body Weight,3,20,,,
06/06/2022,Body Weight Parallette Close Grip Push-Up,Body Weight,1,10,,,
06/06/2022,Body Weight Parallette Close Grip Push-Up,Body Weight,2,10,,,
06/06/2022,Body Weight Parallette Straight Bar Push-Up,Body Weight,1,15,,,
06/06/2022,Body Weight Pull-Up,Back,1,6,,,
06/06/2022,Body Weight Pull-Up,Back,2,4,,,
06/06/2022,Body Weight Pull-Up,Back,3,4,,,
06/06/2022,Body Weight Chin-Up,Biceps,1,6,,,
06/06/2022,Body Weight Chin-Up,Biceps,2,6,,,
06/06/2022,Body Weight Dips,Triceps,1,10,,,
06/06/2022,Body Weight Dips,Triceps,2,10,,,
06/06/2022,Body Weight Dips,Triceps,3,5,,,
06/06/2022,Body Weight Dips,Triceps,4,10,,,
06/07/2022,Dumbbell Flat Bench Press,Chest,1,10,30,,
06/07/2022,Dumbbell Flat Bench Press,Chest,2,12,40,,
06/07/2022,Dumbbell Flat Bench Press,Chest,3,10,50,,
06/07/2022,Dumbbell Flat Bench Press,Chest,4,10,50,,
06/07/2022,Dumbbell Incline Bench Press,Chest,1,10,30,,
06/07/2022,Dumbbell Incline Bench Press,Chest,2,10,30,,
06/07/2022,Dumbbell Incline Bench Press,Chest,3,10,50,,
06/07/2022,Dumbbell Incline Bench Press,Chest,4,10,50,,
06/07/2022,Dumbbell Shrug,Back,1,20,30,,
06/07/2022,Dumbbell Shrug,Back,2,15,40,,
06/07/2022,Dumbbell Shrug,Back,3,10,50,,
06/07/2022,Dumbbell Shrug,Back,4,10,50,,
06/07/2022,Dumbbell Seated Shoulder Press,Shoulders,1,8,30,,
06/07/2022,Dumbbell Seated Shoulder Press,Shoulders,2,8,30,,
06/07/2022,Dumbbell Seated Shoulder Press,Shoulders,3,8,30,,
06/07/2022,Dumbbell Side Lateral Raise,Shoulders,1,8,15,,
06/07/2022,Dumbbell Side Lateral Raise,Shoulders,2,10,15,,
06/07/2022,Dumbbell Side Lateral Raise,Shoulders,3,10,15,,
06/07/2022,Dumbbell Front Raise,Shoulders,1,10,15,,
06/07/2022,Dumbbell Front Raise,Shoulders,2,10,15,,
06/07/2022,Dumbbell Front Raise,Shoulders,3,10,15,,
06/07/2022,Machine Butterfly,Chest,1,10,50,,
06/07/2022,Machine Butterfly,Chest,2,10,60,,
06/07/2022,Machine Butterfly,Chest,3,10,60,,
06/07/2022,Machine Butterfly,Chest,4,10,70,,
06/09/2022,Body Weight Chin-Up,Biceps,1,6,,,
06/09/2022,Body Weight Chin-Up,Biceps,2,6,,,
06/09/2022,Body Weight Chin-Up,Biceps,3,8,,,
06/09/2022,Body Weight Chin-Up,Biceps,4,6,,,
06/09/2022,Body Weight Dips,Triceps,1,10,,,
06/09/2022,Body Weight Dips,Triceps,2,10,,,
06/09/2022,Body Weight Dips,Triceps,3,10,,,
06/09/2022,Body Weight Dips,Triceps,4,10,,,
06/09/2022,Body Weight Pull-Up,Back,1,5,,,
06/09/2022,Body Weight Pull-Up,Back,2,3,,,
06/09/2022,Body Weight Pull-Up,Back,2,2,,,
06/09/2022,Dumbbell Hammer Biceps Curl,Biceps,1,15,15,,
06/09/2022,Dumbbell Hammer Biceps Curl,Biceps,2,10,15,,
06/09/2022,Dumbbell Hammer Biceps Curl,Biceps,3,10,15,,
06/09/2022,Dumbbell One-Arm Biceps Curl,Biceps,1,10,15,,
06/09/2022,Dumbbell One-Arm Biceps Curl,Biceps,2,10,15,,
06/09/2022,Dumbbell One-Arm Biceps Curl,Biceps,3,10,15,,
06/09/2022,Dumbbell Alternate Biceps Curl,Biceps,1,10,15,,
06/09/2022,Dumbbell Alternate Biceps Curl,Biceps,2,10,15,,
06/09/2022,Dumbbell Alternate Biceps Curl,Biceps,3,10,15,,
06/09/2022,Machine Lat Pull-Down,Back,1,10,60,,
06/09/2022,Machine Lat Pull-Down,Back,2,5,100,,
06/09/2022,Machine Lat Pull-Down,Back,3,5,110,,
06/09/2022,Machine Lat Pull-Down,Back,4,5,120,,
06/09/2022,Machine Lat Pull-Down,Back,5,5,130,,
06/09/2022,Machine Lat Pull-Down,Back,6,5,140,,
06/09/2022,Lying Leg Raise,Abs,1,25,,,
06/09/2022,Lying Leg Raise,Abs,2,20,,,
06/09/2022,Flutter Kicks,Abs,1,20,,,
06/09/2022,Flutter Kicks,Abs,2,20,,,
06/09/2022,Body Weight Sit-Up,Abs,1,20,,,
06/09/2022,Body Weight Sit-Up,Abs,2,10,,,
06/09/2022,Dumbbell Squat,Quadriceps,1,20,30,,
06/09/2022,Dumbbell Squat,Quadriceps,2,10,30,,
06/10/2022,Dumbbell Flat Bench Press,Chest,1,15,35,,
06/10/2022,Dumbbell Flat Bench Press,Chest,2,10,35,,
06/10/2022,Dumbbell Flat Bench Press,Chest,3,5,35,,
06/10/2022,Dumbbell Flat Bench Press,Chest,3,10,45,,
06/10/2022,Dumbbell Shrug,Back,1,10,35,,
06/10/2022,Dumbbell Shrug,Back,2,10,35,,
06/10/2022,Dumbbell Shrug,Back,3,10,40,,
06/10/2022,Dumbbell Shrug,Back,4,10,40,,
06/10/2022,Dumbbell Shrug,Back,5,10,35,,
06/10/2022,Dumbbell Standing Arnold Press,Shoulders,1,5,30,,
06/10/2022,Dumbbell Standing Arnold Press,Shoulders,2,5,30,,
06/10/2022,Dumbbell Standing Arnold Press,Shoulders,3,5,30,,
06/10/2022,Dumbbell Standing Arnold Press,Shoulders,4,5,30,,
06/10/2022,Dumbbell Standing Arnold Press,Shoulders,5,5,30,,
06/10/2022,Machine Butterfly,Chest,1,10,50,,
06/10/2022,Machine Butterfly,Chest,2,10,50,,
06/10/2022,Machine Butterfly,Chest,3,10,40,,
06/10/2022,Machine Butterfly,Chest,4,10,50,,
06/10/2022,Plate Front Raise,Shoulders,1,10,25,,
06/10/2022,Plate Front Raise,Shoulders,2,10,25,,
06/10/2022,Plate Front Raise,Shoulders,2,5,25,,
06/10/2022,Plate Front Raise,Shoulders,3,5,25,,
06/10/2022,Plate Lateral Raise,Shoulders,1,10,25,,
06/10/2022,Plate Lateral Raise,Shoulders,2,10,25,,
06/10/2022,Plate Lateral Raise,Shoulders,3,10,25,,
06/10/2022,Body Weight Pull-Up,Back,1,6,,,
06/10/2022,Body Weight Pull-Up,Back,2,5,,,
06/10/2022,Body Weight Chin-Up,Biceps,1,6,,,
06/10/2022,Body Weight Chin-Up,Biceps,2,6,,,
06/10/2022,Body Weight Dips,Triceps,1,10,,,
06/10/2022,Body Weight Dips,Triceps,2,10,,,
06/10/2022,Body Weight Dips,Triceps,3,10,,,
06/11/2022,Machine Seated Leg Curl,Glutes_Hamstrings,1,20,50,,
06/11/2022,Machine Seated Leg Curl,Glutes_Hamstrings,2,10,60,,
06/11/2022,Machine Seated Leg Curl,Glutes_Hamstrings,3,10,70,,
06/11/2022,Machine Seated Leg Curl,Glutes_Hamstrings,4,10,80,,
06/11/2022,Machine Seated Leg Curl,Glutes_Hamstrings,5,10,70,,
06/11/2022,Dumbbell Goblet Squat,Quadriceps,1,10,45,,
06/11/2022,Dumbbell Goblet Squat,Quadriceps,2,10,45,,
06/11/2022,Dumbbell Goblet Squat,Quadriceps,3,10,45,,
06/13/2022,Dumbbell Front Raise,Shoulders,1,10,15,,
06/13/2022,Dumbbell Front Raise,Shoulders,2,10,15,,
06/13/2022,Dumbbell Front Raise,Shoulders,3,10,15,,
06/13/2022,Dumbbell Front Raise,Shoulders,4,10,15,,
06/13/2022,Dumbbell Side Lateral Raise,Shoulders,1,10,15,,
06/13/2022,Dumbbell Side Lateral Raise,Shoulders,2,10,15,,
06/13/2022,Dumbbell Side Lateral Raise,Shoulders,3,10,15,,
06/13/2022,Dumbbell Side Lateral Raise,Shoulders,4,10,15,,
06/13/2022,Dumbbell Shrug,Back,1,10,45,,
06/13/2022,Dumbbell Shrug,Back,2,10,45,,
06/13/2022,Dumbbell Shrug,Back,3,10,45,,
06/13/2022,Dumbbell Shrug,Back,4,10,45,,
06/13/2022,Dumbbell Seated Shoulder Press,Shoulders,1,15,20,,
06/13/2022,Dumbbell Seated Shoulder Press,Shoulders,2,10,35,,
06/13/2022,Dumbbell Seated Shoulder Press,Shoulders,3,8,40,,
06/13/2022,Dumbbell Seated Shoulder Press,Shoulders,4,6,50,,
06/13/2022,Machine Seated Leg Curl,Glutes_Hamstrings,1,15,40,,
06/13/2022,Machine Seated Leg Curl,Glutes_Hamstrings,2,20,50,,
06/13/2022,Machine Seated Leg Curl,Glutes_Hamstrings,3,10,60,,
06/14/2022,Dumbbell Hammer Biceps Curl,Biceps,1,10,15,,
06/14/2022,Dumbbell Hammer Biceps Curl,Biceps,2,10,15,,
06/14/2022,Dumbbell Hammer Biceps Curl,Biceps,3,10,15,,
06/14/2022,Dumbbell One-Arm Biceps Curl,Biceps,1,10,15,,
06/14/2022,Dumbbell One-Arm Biceps Curl,Biceps,2,10,15,,
06/14/2022,Dumbbell One-Arm Biceps Curl,Biceps,3,10,15,,
06/14/2022,Dumbbell Alternate Biceps Curl,Biceps,1,10,15,,
06/14/2022,Dumbbell Alternate Biceps Curl,Biceps,2,10,15,,
06/14/2022,Dumbbell Alternate Biceps Curl,Biceps,3,10,15,,
06/14/2022,Dumbbell Bent Over Row,Back,1,10,30,,
06/14/2022,Dumbbell Bent Over Row,Back,2,10,30,,
06/14/2022,Dumbbell Bent Over Row,Back,3,10,30,,
06/14/2022,Dumbbell Bent Over Row,Back,4,10,30,,
06/14/2022,Body Weight Pull-Up,Back,1,8,,,
06/14/2022,Body Weight Chin-Up,Biceps,1,6,,,
06/14/2022,Body Weight Chin-Up,Biceps,2,6,,,
06/14/2022,Body Weight Dips,Triceps,1,10,,,
06/14/2022,Body Weight Dips,Triceps,2,10,,,
06/14/2022,Body Weight Dips,Triceps,3,10,,,
06/14/2022,Machine Iso Row,Back,1,12,40,,
06/14/2022,Machine Iso Row,Back,2,10,80,,
06/14/2022,Machine Iso Row,Back,3,8,60,,
06/14/2022,Machine Iso Row,Back,4,8,60,,
06/16/2022,Body Weight Chin-Up,Biceps,1,6,,,
06/16/2022,Body Weight Chin-Up,Biceps,2,6,,,
06/16/2022,Body Weight Pull-Up,Back,1,6,,,
06/16/2022,Body Weight Dips,Triceps,1,10,,,
06/16/2022,Body Weight Dips,Triceps,2,12,,,
06/16/2022,Body Weight Dips,Triceps,3,12,,,
06/16/2022,Dumbbell Shrug,Back,1,6,45,,
06/16/2022,Dumbbell Shrug,Back,2,8,45,,
06/16/2022,Dumbbell Shrug,Back,3,8,45,,
06/16/2022,Dumbbell Shrug,Back,4,8,45,,
06/16/2022,Dumbbell Shrug,Back,5,10,20,,
06/16/2022,Dumbbell Shrug,Back,6,10,20,,
06/16/2022,Dumbbell Shrug,Back,7,10,20,,
06/16/2022,Dumbbell Standing Shoulder Press,Shoulders,1,10,,,
06/16/2022,Dumbbell Standing Shoulder Press,Shoulders,2,5,,,
06/16/2022,Dumbbell Standing Shoulder Press,Shoulders,3,5,,,
06/16/2022,Dumbbell Standing Shoulder Press,Shoulders,4,5,,,
06/16/2022,Dumbbell Standing Shoulder Press,Shoulders,5,10,,,
06/16/2022,Dumbbell Front Raise,Shoulders,1,10,20,,
06/16/2022,Dumbbell Front Raise,Shoulders,2,10,20,,
06/16/2022,Dumbbell Front Raise,Shoulders,3,10,20,,
06/16/2022,Dumbbell Side Lateral Raise,Shoulders,1,10,20,,
06/16/2022,Dumbbell Side Lateral Raise,Shoulders,2,10,20,,
06/16/2022,Dumbbell Side Lateral Raise,Shoulders,3,10,20,,
06/19/2022,Cable Wide-Grip Lat Pull-Down,Back,1,10,50,,
06/19/2022,Cable Wide-Grip Lat Pull-Down,Back,2,10,80,,
06/19/2022,Cable Wide-Grip Lat Pull-Down,Back,3,8,90,,
06/19/2022,Cable Wide-Grip Lat Pull-Down,Back,4,6,100,,
06/19/2022,Cable Wide-Grip Lat Pull-Down,Back,4,4,80,,
06/19/2022,Cable Narrow-Grip Lat Pull-Down,Back,1,6,60,,
06/19/2022,Cable Narrow-Grip Lat Pull-Down,Back,2,6,80,,
06/19/2022,Cable Narrow-Grip Lat Pull-Down,Back,3,6,80,,
06/19/2022,Machine Iso Row,Back,1,10,60,,
06/19/2022,Machine Iso Row,Back,2,10,60,,
06/19/2022,Machine Iso Row,Back,3,10,80,,
06/19/2022,Machine Iso Row,Back,4,10,80,,
06/19/2022,Dumbbell Front Raise,Shoulders,1,10,15,,
06/19/2022,Dumbbell Front Raise,Shoulders,2,10,15,,
06/19/2022,Dumbbell Front Raise,Shoulders,3,10,15,,
06/19/2022,Dumbbell Front Raise,Shoulders,4,10,15,,
06/19/2022,Dumbbell Side Lateral Raise,Shoulders,1,10,15,,
06/19/2022,Dumbbell Side Lateral Raise,Shoulders,2,10,15,,
06/19/2022,Dumbbell Side Lateral Raise,Shoulders,3,10,15,,
06/19/2022,Dumbbell Side Lateral Raise,Shoulders,4,10,15,,
06/20/2022,Machine Iso Row,Back,1,10,40,,
06/20/2022,Machine Iso Row,Back,2,10,60,,
06/20/2022,Machine Iso Row,Back,3,8,80,,
06/20/2022,Machine Iso Row,Back,4,10,50,,
06/20/2022,Body Weight Chin-Up,Biceps,1,7,,,
06/20/2022,Body Weight Chin-Up,Biceps,2,6,,,
06/20/2022,Body Weight Pull-Up,Back,1,5,,,
06/20/2022,Body Weight Dips,Triceps,1,15,,,
06/20/2022,Body Weight Dips,Triceps,2,15,,,
06/20/2022,Body Weight Dips,Triceps,3,15,,,
06/20/2022,Dumbbell Front Raise,Shoulders,1,10,15,,
06/20/2022,Dumbbell Front Raise,Shoulders,2,10,15,,
06/20/2022,Dumbbell Front Raise,Shoulders,3,10,15,,
06/20/2022,Dumbbell Front Raise,Shoulders,4,10,15,,
06/20/2022,Dumbbell Side Lateral Raise,Shoulders,1,10,15,,
06/20/2022,Dumbbell Side Lateral Raise,Shoulders,2,10,15,,
06/20/2022,Dumbbell Side Lateral Raise,Shoulders,3,10,15,,
06/20/2022,Dumbbell Side Lateral Raise,Shoulders,4,10,15,,
06/20/2022,Dumbbell Shrug,Back,1,10,30,,
06/20/2022,Dumbbell Shrug,Back,2,10,30,,
06/20/2022,Dumbbell Shrug,Back,3,8,40,,
06/20/2022,Dumbbell Shrug,Back,4,8,40,,
06/21/2022,Machine Iso Row,Back,1,10,40,,
06/21/2022,Machine Iso Row,Back,2,10,50,,
06/21/2022,Machine Iso Row,Back,3,10,60,,
06/21/2022,Machine Iso Row,Back,4,10,50,,
06/21/2022,Machine Seated Leg Curl,Glutes_Hamstrings,1,10,40,,
06/21/2022,Machine Seated Leg Curl,Glutes_Hamstrings,2,10,40,,
06/21/2022,Machine Seated Leg Curl,Glutes_Hamstrings,3,10,50,,
06/21/2022,Machine Seated Leg Curl,Glutes_Hamstrings,4,10,50,,
06/21/2022,Machine Seated Leg Curl,Glutes_Hamstrings,5,8,60,,
06/21/2022,Machine Seated Leg Curl,Glutes_Hamstrings,6,10,50,,
06/21/2022,Dumbbell Shrug,Back,1,10,45,,
06/21/2022,Dumbbell Shrug,Back,2,10,45,,
06/21/2022,Dumbbell Shrug,Back,3,10,45,,
06/21/2022,Dumbbell Shrug,Back,4,10,45,,
06/21/2022,Plate Front Raise,Shoulders,1,10,25,,
06/21/2022,Plate Front Raise,Shoulders,2,10,25,,
06/21/2022,Plate Front Raise,Shoulders,3,10,25,,
06/21/2022,Plate Front Raise,Shoulders,4,10,25,,
06/21/2022,Dumbbell Goblet Squat,Quadriceps,1,10,45,,
06/21/2022,Dumbbell Goblet Squat,Quadriceps,2,10,45,,
06/23/2022,Body Weight Parallette Push-Up,Body Weight,1,15,,,
06/23/2022,Body Weight Push-Up,Chest,1,10,,,
06/23/2022,Dumbbell Flat Bench Press,Chest,1,10,30,,
06/23/2022,Dumbbell Flat Bench Press,Chest,2,10,50,,
06/23/2022,Dumbbell Flat Bench Press,Chest,3,8,50,,
06/23/2022,Dumbbell Flat Bench Press,Chest,4,10,30,,
06/23/2022,Dumbbell Incline Bench Press,Chest,1,10,35,,
06/23/2022,Dumbbell Incline Bench Press,Chest,2,8,50,,
06/23/2022,Dumbbell Incline Bench Press,Chest,3,6,50,,
06/23/2022,Dumbbell Incline Bench Press,Chest,4,10,30,,
06/23/2022,Dumbbell Seated Shoulder Press,Shoulders,1,12,30,,
06/23/2022,Dumbbell Seated Shoulder Press,Shoulders,2,10,30,,
06/23/2022,Dumbbell Seated Shoulder Press,Shoulders,3,8,30,,
06/23/2022,Dumbbell Seated Shoulder Press,Shoulders,4,8,30,,
06/23/2022,Body Weight Chin-Up,Biceps,1,10,,,
06/23/2022,Body Weight Chin-Up,Biceps,2,5,,,
06/23/2022,Body Weight Pull-Up,Back,1,5,,,
06/23/2022,Body Weight Pull-Up,Back,2,4,,,
06/23/2022,Body Weight Dips,Triceps,1,15,,,
06/23/2022,Body Weight Dips,Triceps,2,12,,,
06/23/2022,Body Weight Dips,Triceps,3,10,,,
06/23/2022,Body Weight Dips,Triceps,4,10,,,
06/23/2022,Dumbbell Shrug,Back,1,10,50,,
06/23/2022,Dumbbell Shrug,Back,2,10,50,,
06/23/2022,Dumbbell Shrug,Back,3,10,50,,
06/23/2022,Machine Butterfly,Chest,1,10,50,,
06/23/2022,Machine Butterfly,Chest,2,10,60,,
06/23/2022,Machine Butterfly,Chest,3,10,70,,
06/26/2022,Body Weight Chin-Up,Biceps,1,8,,,
06/26/2022,Body Weight Dips,Triceps,1,15,,,
06/26/2022,Dumbbell Shrug,Back,1,10,40,,
06/26/2022,Dumbbell Shrug,Back,2,10,40,,
06/26/2022,Dumbbell Shrug,Back,3,10,40,,
06/26/2022,Dumbbell Front Raise,Shoulders,1,10,15,,
06/26/2022,Dumbbell Front Raise,Shoulders,2,10,15,,
06/26/2022,Dumbbell Front Raise,Shoulders,3,10,15,,
06/26/2022,Dumbbell Front Raise,Shoulders,4,10,15,,
06/26/2022,Dumbbell Side Lateral Raise,Shoulders,1,10,15,,
06/26/2022,Dumbbell Side Lateral Raise,Shoulders,2,10,15,,
06/26/2022,Dumbbell Side Lateral Raise,Shoulders,3,10,15,,
06/26/2022,Dumbbell Side Lateral Raise,Shoulders,4,10,15,,
06/26/2022,Dumbbell Standing Shoulder Press,Shoulders,1,10,15,,
06/26/2022,Machine Chest Press,Chest,1,10,50,,
06/26/2022,Machine Chest Press,Chest,2,8,70,,
06/26/2022,Machine Chest Press,Chest,3,8,80,,
06/26/2022,Machine Chest Press,Chest,4,10,60,,
06/26/2022,Machine Chest Press,Chest,5,6,100,,
06/27/2022,,,,,,,went forgo to record
07/05/2022,Body Weight Pull-Up,Back,1,6,,,
07/05/2022,Body Weight Pull-Up,Back,2,5,,,
07/05/2022,Body Weight Chin-Up,Biceps,1,5,,,
07/05/2022,Body Weight Dips,Triceps,1,6,,,
07/05/2022,Body Weight Dips,Triceps,2,8,,,
07/05/2022,Body Weight Dips,Triceps,3,10,,,
07/05/2022,Dumbbell Side Lateral Raise,Shoulders,1,10,15,,
07/05/2022,Dumbbell Side Lateral Raise,Shoulders,2,10,15,,
07/05/2022,Dumbbell Side Lateral Raise,Shoulders,3,8,15,,
07/05/2022,Dumbbell Front Raise,Shoulders,1,8,15,,
07/05/2022,Dumbbell Front Raise,Shoulders,2,10,15,,
07/05/2022,Dumbbell Front Raise,Shoulders,3,5,15,,
07/05/2022,Dumbbell One-Arm Row,Back,1,10,30,,
07/05/2022,Dumbbell One-Arm Row,Back,2,10,30,,
07/05/2022,Machine Seated Leg Curl,Glutes_Hamstrings,1,20,50,,
07/05/2022,Machine Seated Leg Curl,Glutes_Hamstrings,2,10,50,,
07/05/2022,Machine Seated Leg Curl,Glutes_Hamstrings,3,8,50,,
07/05/2022,Machine Seated Leg Curl,Glutes_Hamstrings,4,6,50,,
07/06/2022,Body Weight Pull-Up,Back,1,6,,,
07/06/2022,Body Weight Chin-Up,Biceps,1,6,,,
07/06/2022,Body Weight Chin-Up,Biceps,2,5,,,
07/06/2022,Body Weight Dips,Triceps,1,12,,,
07/06/2022,Body Weight Dips,Triceps,2,10,,,
07/06/2022,Body Weight Dips,Triceps,3,10,,,
07/06/2022,Dumbbell Hammer Biceps Curl,Biceps,1,10,15,,
07/06/2022,Dumbbell Hammer Biceps Curl,Biceps,2,10,15,,
07/06/2022,Dumbbell Hammer Biceps Curl,Biceps,3,10,15,,
07/06/2022,Dumbbell One-Arm Biceps Curl,Biceps,1,10,15,,
07/06/2022,Dumbbell One-Arm Biceps Curl,Biceps,2,10,15,,
07/07/2022,Dumbbell Flat Bench Press,Chest,1,10,25,,
07/07/2022,Dumbbell Flat Bench Press,Chest,2,10,50,,
07/07/2022,Dumbbell Flat Bench Press,Chest,3,8,50,,
07/07/2022,Dumbbell Incline Bench Press,Chest,1,10,25,,
07/07/2022,Dumbbell Incline Bench Press,Chest,2,10,50,,
07/07/2022,Dumbbell Incline Bench Press,Chest,3,8,50,,
07/07/2022,Dumbbell Seated Shoulder Press,Shoulders,1,10,25,,
07/07/2022,Dumbbell Seated Shoulder Press,Shoulders,2,10,25,,
07/07/2022,Dumbbell Seated Shoulder Press,Shoulders,3,10,25,,
07/07/2022,Dumbbell Shrug,Back,1,10,25,,
07/07/2022,Dumbbell Shrug,Back,2,10,25,,
07/07/2022,Dumbbell Shrug,Back,3,10,25,,
07/07/2022,Dumbbell Shrug,Back,4,10,25,,
07/07/2022,Body Weight Pull-Up,Back,1,6,,,
07/07/2022,Body Weight Chin-Up,Biceps,1,6,,,
07/07/2022,Body Weight Chin-Up,Biceps,2,6,,,
07/07/2022,Body Weight Dips,Triceps,1,10,,,
07/07/2022,Body Weight Dips,Triceps,2,10,,,
07/08/2022,Body Weight Pull-Up,Back,1,6,,,
07/08/2022,Body Weight Pull-Up,Back,2,6,,,
07/08/2022,Body Weight Chin-Up,Biceps,1,6,,,
07/08/2022,Body Weight Chin-Up,Biceps,2,6,,,
